cnae;no_cnae;uf;n_intermitentes
1082100;Fabricação de produtos à base de café;35;0
1091100;Fabricação de produtos de panificação;35;0
1091101;Fabricação de produtos de panificação industrial;35;25
1091102;Fabricação de produtos de padaria e confeitaria com predominância de produção própria;35;6
1092900;Fabricação de biscoitos e bolachas;35;0
1093701;Fabricação de produtos derivados do cacau e de chocolates;35;0
1093702;Fabricação de frutas cristalizadas, balas e semelhantes;35;0
1094500;Fabricação de massas alimentícias;35;3
1095300;Fabricação de especiarias, molhos, temperos e condimentos;35;10
1096100;Fabricação de alimentos e pratos prontos;35;6
1099601;Fabricação de vinagres;35;0
1099602;Fabricação de pós alimentícios;35;0
1099603;Fabricação de fermentos e leveduras;35;0
1099604;Fabricação de gelo comum;35;1
1099605;Fabricação de produtos para infusão (chá, mate, etc.);35;0
1099606;Fabricação de adoçantes naturais e artificiais;35;0
1099607;Fabricação de alimentos dietéticos e complementos alimentares;35;0
1099699;Fabricação de outros produtos alimentícios não especificados anteriormente;35;91
1111901;Fabricação de aguardente de cana-de-açúcar;35;0
1111902;Fabricação de outras aguardentes e bebidas destiladas;35;0
1112700;Fabricação de vinho;35;3
1113501;Fabricação de malte, inclusive malte uísque;35;0
1113502;Fabricação de cervejas e chopes;35;2
1121600;Fabricação de águas envasadas;35;2
1122401;Fabricação de refrigerantes;35;10
1122402;Fabricação de chá mate e outros chás prontos para consumo;35;0
1122403;Fabricação de refrescos, xaropes e pós para refrescos, exceto refrescos de frutas;35;0
1122404;Fabricação de bebidas isotônicas;35;0
1122499;Fabricação de outras bebidas não-alcoólicas não especificadas anteriormente;35;0
1210700;Processamento industrial do fumo;35;0
1220401;Fabricação de cigarros;35;0
1220402;Fabricação de cigarrilhas e charutos;35;0
1220403;Fabricação de filtros para cigarros;35;0
1220499;Fabricação de outros produtos do fumo, exceto cigarros, cigarrilhas e charutos;35;0
1311100;Preparação e fiação de fibras de algodão;35;0
1312000;Preparação e fiação de fibras têxteis naturais, exceto algodão;35;0
1313800;Fiação de fibras artificiais e sintéticas;35;0
1314600;Fabricação de linhas para costurar e bordar;35;38
1321900;Tecelagem de fios de algodão;35;0
1322700;Tecelagem de fios de fibras têxteis naturais, exceto algodão;35;1
1323500;Tecelagem de fios de fibras artificiais e sintéticas;35;0
1330800;Fabricação de tecidos de malha;35;0
1340501;Estamparia e texturização em fios, tecidos, artefatos têxteis e peças do vestuário;35;2
1340502;Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário;35;0
1340599;Outros serviços de acabamento em fios, tecidos, artefatos têxteis e peças do vestuário;35;31
1351100;Fabricação de artefatos têxteis para uso doméstico;35;1
1352900;Fabricação de artefatos de tapeçaria;35;2
1353700;Fabricação de artefatos de cordoaria;35;0
1354500;Fabricação de tecidos especiais, inclusive artefatos;35;0
1359600;Fabricação de outros produtos têxteis não especificados anteriormente;35;20
1411801;Confecção de roupas íntimas;35;3
1411802;Facção de roupas íntimas;35;0
1412601;Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida;35;57
1412602;Confecção, sob medida, de peças do vestuário, exceto roupas íntimas;35;14
1412603;Facção de peças do vestuário, exceto roupas íntimas;35;3
1413401;Confecção de roupas profissionais, exceto sob medida;35;1
1413402;Confecção, sob medida, de roupas profissionais;35;0
1413403;Facção de roupas profissionais;35;0
1414200;Fabricação de acessórios do vestuário, exceto para segurança e proteção;35;0
1421500;Fabricação de meias;35;0
1422300;Fabricação de artigos do vestuário, produzidos em malharias e tricotagens, exceto meias;35;0
1510600;Curtimento e outras preparações de couro;35;0
1521100;Fabricação de artigos para viagem, bolsas e semelhantes de qualquer material;35;9
1529700;Fabricação de artefatos de couro não especificados anteriormente;35;0
1531901;Fabricação de calçados de couro;35;0
1531902;Acabamento de calçados de couro sob contrato;35;0
1532700;Fabricação de tênis de qualquer material;35;0
1533500;Fabricação de calçados de material sintético;35;0
1539400;Fabricação de calçados de materiais não especificados anteriormente;35;0
1540800;Fabricação de partes para calçados, de qualquer material;35;26
1610201;Serrarias com desdobramento de madeira (Desativado);35;0
1610202;Serrarias sem desdobramento de madeira (Desativado);35;0
1610203;Serrarias com desdobramento de madeira em bruto;35;0
1610204;Serrarias sem desdobramento de madeira em bruto  Resserragem;35;4
1610205;Serviço de tratamento de madeira realizado sob contrato;35;0
1621800;Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada;35;0
1622601;Fabricação de casas de madeira pré-fabricadas;35;0
1622602;Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais;35;0
1622699;Fabricação de outros artigos de carpintaria para construção;35;2
1623400;Fabricação de artefatos de tanoaria e de embalagens de madeira;35;0
1629301;Fabricação de artefatos diversos de madeira, exceto móveis;35;8
1629302;Fabricação de artefatos diversos de cortiça, bambu, palha, vime e outros materiais trançados, exceto móveis;35;0
1710900;Fabricação de celulose e outras pastas para a fabricação de papel;35;0
1721400;Fabricação de papel;35;0
1722200;Fabricação de cartolina e papel-cartão;35;0
1731100;Fabricação de embalagens de papel;35;50
1732000;Fabricação de embalagens de cartolina e papel-cartão;35;1
1733800;Fabricação de chapas e de embalagens de papelão ondulado;35;5
1741901;Fabricação de formulários contínuos;35;5
1741902;Fabricação de produtos de papel, cartolina, papel-cartão e papelão ondulado para uso comercial e de escritório, exceto formulário contínuo;35;17
1742701;Fabricação de fraldas descartáveis;35;0
1742702;Fabricação de absorventes higiênicos;35;0
1742799;Fabricação de produtos de papel para uso doméstico e higiênico-sanitário não especificados anteriormente;35;0
1749400;Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado não especificados anteriormente;35;2
1811301;Impressão de jornais;35;0
1811302;Impressão de livros, revistas e outras publicações periódicas;35;0
1812100;Impressão de material de segurança;35;0
1813001;Impressão de material para uso publicitário;35;18
1813099;Impressão de material para outros usos;35;39
1821100;Serviços de pré-impressão;35;3
1822900;Serviços de acabamentos gráficos (Desativado);35;0
1822901;Serviços de encadernação e plastificação;35;14
1822999;Serviços de acabamentos gráficos, exceto encadernação e plastificação;35;1
1830001;Reprodução de som em qualquer suporte;35;0
1830002;Reprodução de vídeo em qualquer suporte;35;0
1830003;Reprodução de software em qualquer suporte;35;0
1910100;Coquerias;35;0
1921700;Fabricação de produtos do refino de petróleo;35;0
1922501;Formulação de combustíveis;35;0
1922502;Rerrefino de óleos lubrificantes;35;0
1922599;Fabricação de outros produtos derivados do petróleo, exceto produtos do refino;35;0
1931400;Fabricação de álcool;35;0
1932200;Fabricação de biocombustíveis, exceto álcool;35;0
2011800;Fabricação de cloro e álcalis;35;0
2012600;Fabricação de intermediários para fertilizantes;35;0
2013400;Fabricação de adubos e fertilizantes (Desativado);35;0
2013401;Fabricação de adubos e fertilizantes organominerais;35;0
2013402;Fabricação de adubos e fertilizantes, exceto organominerais;35;3
2014200;Fabricação de gases industriais;35;0
2019301;Elaboração de combustíveis nucleares;35;0
2019399;Fabricação de outros produtos químicos inorgânicos não especificados anteriormente;35;3
2021500;Fabricação de produtos petroquímicos básicos;35;0
2022300;Fabricação de intermediários para plastificantes, resinas e fibras;35;0
2029100;Fabricação de produtos químicos orgânicos não especificados anteriormente;35;0
2031200;Fabricação de resinas termoplásticas;35;0
2032100;Fabricação de resinas termofixas;35;0
2033900;Fabricação de elastômeros;35;0
2040100;Fabricação de fibras artificiais e sintéticas;35;0
2051700;Fabricação de defensivos agrícolas;35;0
2052500;Fabricação de desinfestantes domissanitários;35;0
2061400;Fabricação de sabões e detergentes sintéticos;35;5
2062200;Fabricação de produtos de limpeza e polimento;35;25
2063100;Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal;35;64
2071100;Fabricação de tintas, vernizes, esmaltes e lacas;35;0
2072000;Fabricação de tintas de impressão;35;0
2073800;Fabricação de impermeabilizantes, solventes e produtos afins;35;0
2091600;Fabricação de adesivos e selantes;35;0
2092401;Fabricação de pólvoras, explosivos e detonantes;35;0
2092402;Fabricação de artigos pirotécnicos;35;0
2092403;Fabricação de fósforos de segurança;35;0
2093200;Fabricação de aditivos de uso industrial;35;2
2094100;Fabricação de catalisadores;35;0
2099101;Fabricação de chapas, filmes, papéis e outros materiais e produtos químicos para fotografia;35;0
2099199;Fabricação de outros produtos químicos não especificados anteriormente;35;0
2110600;Fabricação de produtos farmoquímicos;35;15
2121101;Fabricação de medicamentos alopáticos para uso humano;35;0
2121102;Fabricação de medicamentos homeopáticos para uso humano;35;0
2121103;Fabricação de medicamentos fitoterápicos para uso humano;35;0
2122000;Fabricação de medicamentos para uso veterinário;35;1
2123800;Fabricação de preparações farmacêuticas;35;0
2211100;Fabricação de pneumáticos e de câmaras-de-ar;35;0
2212900;Reforma de pneumáticos usados;35;0
2219600;Fabricação de artefatos de borracha não especificados anteriormente;35;7
2221800;Fabricação de laminados planos e tubulares de material plástico;35;5
2222600;Fabricação de embalagens de material plástico;35;171
2223400;Fabricação de tubos e acessórios de material plástico para uso na construção;35;1
2229301;Fabricação de artefatos de material plástico para uso pessoal e doméstico;35;82
2229302;Fabricação de artefatos de material plástico para usos industriais;35;71
2229303;Fabricação de artefatos de material plástico para uso na construção, exceto tubos e acessórios;35;23
2229399;Fabricação de artefatos de material plástico para outros usos não especificados anteriormente;35;57
2311700;Fabricação de vidro plano e de segurança;35;0
2312500;Fabricação de embalagens de vidro;35;0
2319200;Fabricação de artigos de vidro;35;0
2320600;Fabricação de cimento;35;0
2330301;Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda;35;2
2330302;Fabricação de artefatos de cimento para uso na construção;35;3
2330303;Fabricação de artefatos de fibrocimento para uso na construção;35;0
2330304;Fabricação de casas pré-moldadas de concreto;35;0
2330305;Preparação de massa de concreto e argamassa para construção;35;12
2330399;Fabricação de outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes;35;0
2341900;Fabricação de produtos cerâmicos refratários;35;1
2342701;Fabricação de azulejos e pisos;35;1
2342702;Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos;35;1
2349401;Fabricação de material sanitário de cerâmica;35;0
2349499;Fabricação de produtos cerâmicos não-refratários não especificados anteriormente;35;1
2391501;Britamento de pedras, exceto associado à extração;35;0
2391502;Aparelhamento de pedras para construção, exceto associado à extração;35;0
2391503;Aparelhamento de placas e execução de trabalhos em mármore, granito, ardósia e outras pedras;35;4
2392300;Fabricação de cal e gesso;35;0
2399101;Decoração, lapidação, gravação, vitrificação e outros trabalhos em cerâmica, louça, vidro e cristal;35;0
2399102;Fabricação de abrasivos;35;0
2399199;Fabricação de outros produtos de minerais não-metálicos não especificados anteriormente;35;3
2411300;Produção de ferro-gusa;35;0
2412100;Produção de ferroligas;35;0
2421100;Produção de semi-acabados de aço;35;0
2422901;Produção de laminados planos de aço ao carbono, revestidos ou não;35;0
2422902;Produção de laminados planos de aços especiais;35;0
2423701;Produção de tubos de aço sem costura;35;0
2423702;Produção de laminados longos de aço, exceto tubos;35;0
2424501;Produção de arames de aço;35;0
2424502;Produção de relaminados, trefilados e perfilados de aço, exceto arames;35;0
2431800;Produção de tubos de aço com costura;35;0
2439300;Produção de outros tubos de ferro e aço;35;0
2441501;Produção de alumínio e suas ligas em formas primárias;35;0
2441502;Produção de laminados de alumínio;35;0
2442300;Metalurgia dos metais preciosos;35;0
2443100;Metalurgia do cobre;35;0
2449101;Produção de zinco em formas primárias;35;0
2449102;Produção de laminados de zinco;35;0
2449103;Produção de soldas e ânodos para galvanoplastia;35;0
2449199;Metalurgia de outros metais não-ferrosos e suas ligas não especificados anteriormente;35;0
2451200;Fundição de ferro e aço;35;10
2452100;Fundição de metais não-ferrosos e suas ligas;35;1
2511000;Fabricação de estruturas metálicas;35;42
2512800;Fabricação de esquadrias de metal;35;31
2513600;Fabricação de obras de caldeiraria pesada;35;675
2521700;Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central;35;28
2522500;Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos;35;7
2531401;Produção de forjados de aço;35;0
2531402;Produção de forjados de metais não-ferrosos e suas ligas;35;0
2532201;Produção de artefatos estampados de metal;35;34
2532202;Metalurgia do pó;35;0
2539000;Serviços de usinagem, solda, tratamento e revestimento em metais (Desativado);35;0
2539001;Serviços de usinagem, tornearia e solda;35;126
2539002;Serviços de tratamento e revestimento em metais;35;8
2541100;Fabricação de artigos de cutelaria;35;0
2542000;Fabricação de artigos de serralheria, exceto esquadrias;35;26
2543800;Fabricação de ferramentas;35;8
2550101;Fabricação de equipamento bélico pesado, exceto veículos militares de combate;35;0
2550102;Fabricação de armas de fogo e munições;35;0
2591800;Fabricação de embalagens metálicas;35;0
2592601;Fabricação de produtos de trefilados de metal padronizados;35;1
2592602;Fabricação de produtos de trefilados de metal, exceto padronizados;35;1
2593400;Fabricação de artigos de metal para uso doméstico e pessoal;35;16
2599301;Serviços de confecção de armações metálicas para a construção;35;9
2599302;Serviços de corte e dobra de metais;35;0
2599399;Fabricação de outros produtos de metal não especificados anteriormente;35;36
2610800;Fabricação de componentes eletrônicos;35;55
2621300;Fabricação de equipamentos de informática;35;0
2622100;Fabricação de periféricos para equipamentos de informática;35;1
2631100;Fabricação de equipamentos transmissores de comunicação, peças e acessórios;35;2
2632900;Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação, peças e acessórios;35;0
2640000;Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo;35;0
2651500;Fabricação de aparelhos e equipamentos de medida, teste e controle;35;7
2652300;Fabricação de cronômetros e relógios;35;0
2660400;Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação;35;0
2670101;Fabricação de equipamentos e instrumentos ópticos, peças e acessórios;35;0
2670102;Fabricação de aparelhos fotográficos e cinematográficos, peças e acessórios;35;0
2680900;Fabricação de mídias virgens, magnéticas e ópticas;35;0
2710401;Fabricação de geradores de corrente contínua e alternada, peças e acessórios;35;0
2710402;Fabricação de transformadores, indutores, conversores, sincronizadores e semelhantes, peças e acessórios;35;0
2710403;Fabricação de motores elétricos, peças e acessórios;35;0
2721000;Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores;35;1
2722801;Fabricação de baterias e acumuladores para veículos automotores;35;0
2722802;Recondicionamento de baterias e acumuladores para veículos automotores;35;0
2731700;Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica;35;19
2732500;Fabricação de material elétrico para instalações em circuito de consumo;35;0
2733300;Fabricação de fios, cabos e condutores elétricos isolados;35;0
2740601;Fabricação de lâmpadas;35;0
2740602;Fabricação de luminárias e outros equipamentos de iluminação;35;10
2751100;Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico, peças e acessórios;35;0
2759701;Fabricação de aparelhos elétricos de uso pessoal, peças e acessórios;35;0
2759799;Fabricação de outros aparelhos eletrodomésticos não especificados anteriormente, peças e acessórios;35;58
2790201;Fabricação de eletrodos, contatos e outros artigos de carvão e grafita para uso elétrico, eletroímãs e isoladores;35;0
2790202;Fabricação de equipamentos para sinalização e alarme;35;0
2790299;Fabricação de outros equipamentos e aparelhos elétricos não especificados anteriormente;35;47
2811900;Fabricação de motores e turbinas, peças e acessórios, exceto para aviões e veículos rodoviários;35;24
2812700;Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas;35;0
2813500;Fabricação de válvulas, registros e dispositivos semelhantes, peças e acessórios;35;8
2814301;Fabricação de compressores para uso industrial, peças e acessórios;35;2
2814302;Fabricação de compressores para uso não-industrial, peças e acessórios;35;0
2815101;Fabricação de rolamentos para fins industriais;35;0
2815102;Fabricação de equipamentos de transmissão para fins industriais, exceto rolamentos;35;0
2821601;Fabricação de fornos industriais, aparelhos e equipamentos não-elétricos para instalações térmicas, peças e acessórios;35;0
2821602;Fabricação de estufas e fornos elétricos para fins industriais, peças e acessórios;35;5
2822401;Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de pessoas, peças e acessórios;35;4
2822402;Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas, peças e acessórios;35;28
2823200;Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios;35;0
2824101;Fabricação de aparelhos e equipamentos de ar condicionado para uso industrial;35;0
2824102;Fabricação de aparelhos e equipamentos de ar condicionado para uso não-industrial;35;0
2825900;Fabricação de máquinas e equipamentos para saneamento básico e ambiental, peças e acessórios;35;57
2829101;Fabricação de máquinas de escrever, calcular e outros equipamentos não-eletrônicos para escritório, peças e acessórios;35;0
2829199;Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios;35;60
2831300;Fabricação de tratores agrícolas, peças e acessórios;35;0
2832100;Fabricação de equipamentos para irrigação agrícola, peças e acessórios;35;0
2833000;Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação;35;16
2840200;Fabricação de máquinas-ferramenta, peças e acessórios;35;16
2851800;Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo, peças e acessórios;35;0
2852600;Fabricação de outras máquinas e equipamentos para uso na extração mineral, peças e acessórios, exceto na extração de petróleo;35;247
2853400;Fabricação de tratores, peças e acessórios, exceto agrícolas;35;0
2854200;Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, peças e acessórios, exceto tratores;35;3
2861500;Fabricação de máquinas para a indústria metalúrgica, peças e acessórios, exceto máquinas-ferramenta;35;0
2862300;Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios;35;13
2863100;Fabricação de máquinas e equipamentos para a indústria têxtil, peças e acessórios;35;0
2864000;Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro e de calçados, peças e acessórios;35;4
2865800;Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos, peças e acessórios;35;0
2866600;Fabricação de máquinas e equipamentos para a indústria do plástico, peças e acessórios;35;0
2869100;Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios;35;38
2910701;Fabricação de automóveis, camionetas e utilitários;35;5
2910702;Fabricação de chassis com motor para automóveis, camionetas e utilitários;35;0
2910703;Fabricação de motores para automóveis, camionetas e utilitários;35;0
2920401;Fabricação de caminhões e ônibus;35;0
2920402;Fabricação de motores para caminhões e ônibus;35;0
2930101;Fabricação de cabines, carrocerias e reboques para caminhões;35;0
2930102;Fabricação de carrocerias para ônibus;35;0
2930103;Fabricação de cabines, carrocerias e reboques para outros veículos automotores, exceto caminhões e ônibus;35;4
2941700;Fabricação de peças e acessórios para o sistema motor de veículos automotores;35;0
2942500;Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores;35;0
2943300;Fabricação de peças e acessórios para o sistema de freios de veículos automotores;35;1
2944100;Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores;35;0
2945000;Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias;35;0
2949201;Fabricação de bancos e estofados para veículos automotores;35;1
2949299;Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente;35;36
2950600;Recondicionamento e recuperação de motores para veículos automotores;35;0
3011301;Construção de embarcações de grande porte;35;0
3011302;Construção de embarcações para uso comercial e para usos especiais, exceto de grande porte;35;0
3012100;Construção de embarcações para esporte e lazer;35;0
3031800;Fabricação de locomotivas, vagões e outros materiais rodantes;35;0
3032600;Fabricação de peças e acessórios para veículos ferroviários;35;0
3041500;Fabricação de aeronaves;35;0
3042300;Fabricação de turbinas, motores e outros componentes e peças para aeronaves;35;0
3050400;Fabricação de veículos militares de combate;35;0
3091100;Fabricação de motocicletas, peças e acessórios(Desativado);35;0
3091101;Fabricação de motocicletas;35;0
3091102;Fabricação de peças e acessórios para motocicletas;35;0
3092000;Fabricação de bicicletas e triciclos não-motorizados, peças e acessórios;35;0
3099700;Fabricação de equipamentos de transporte não especificados anteriormente;35;1
3101200;Fabricação de móveis com predominância de madeira;35;77
3102100;Fabricação de móveis com predominância de metal;35;12
3103900;Fabricação de móveis de outros materiais, exceto madeira e metal;35;1
3104700;Fabricação de colchões;35;0
3211601;Lapidação de gemas;35;0
3211602;Fabricação de artefatos de joalheria e ourivesaria;35;0
3211603;Cunhagem de moedas e medalhas;35;0
3212400;Fabricação de bijuterias e artefatos semelhantes;35;4
3220500;Fabricação de instrumentos musicais, peças e acessórios;35;0
3230200;Fabricação de artefatos para pesca e esporte;35;13
3240001;Fabricação de jogos eletrônicos;35;0
3240002;Fabricação de mesas de bilhar, de sinuca e acessórios não associada à locação;35;0
3240003;Fabricação de mesas de bilhar, de sinuca e acessórios associada à locação;35;0
3240099;Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente;35;1
3250701;Fabricação de instrumentos não-eletrônicos e utensílios para uso médico, cirúrgico, odontológico e de laboratório;35;1
3250702;Fabricação de mobiliário para uso médico, cirúrgico, odontológico e de laboratório;35;0
3250703;Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral sob encomenda;35;0
3250704;Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral, exceto sob encomenda;35;0
3250705;Fabricação de materiais para medicina e odontologia;35;33
3250706;Serviços de prótese dentária;35;0
3250707;Fabricação de artigos ópticos;35;0
3250708;Fabricação de artefatos de tecido não tecido para uso odonto-médico-hospitalar;35;0
3250709;Serviço de laboratório óptico;35;0
3291400;Fabricação de escovas, pincéis e vassouras;35;0
3292201;Fabricação de roupas de proteção e segurança e resistentes a fogo;35;0
3292202;Fabricação de equipamentos e acessórios para segurança pessoal e profissional;35;2
3299001;Fabricação de guarda-chuvas e similares;35;0
3299002;Fabricação de canetas, lápis e outros artigos para escritório;35;0
3299003;Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos;35;0
3299004;Fabricação de painéis e letreiros luminosos;35;5
3299005;Fabricação de aviamentos para costura;35;0
3299006;Fabricação de velas, inclusive decorativas;35;0
3299099;Fabricação de produtos diversos não especificados anteriormente;35;0
3311200;Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos;35;401
3312101;Manutenção e reparação de equipamentos transmissores de comunicação;35;0
3312102;Manutenção e reparação de aparelhos e instrumentos de medida, teste e controle;35;123
3312103;Manutenção e reparação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação;35;0
3312104;Manutenção e reparação de equipamentos e instrumentos ópticos;35;0
3313901;Manutenção e reparação de geradores, transformadores e motores elétricos;35;111
3313902;Manutenção e reparação de baterias e acumuladores elétricos, exceto para veículos;35;0
3313999;Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente;35;109
3314701;Manutenção e reparação de máquinas motrizes não-elétricas;35;74
3314702;Manutenção e reparação de equipamentos hidráulicos e pneumáticos, exceto válvulas;35;84
3314703;Manutenção e reparação de válvulas industriais;35;98
3314704;Manutenção e reparação de compressores;35;0
3314705;Manutenção e reparação de equipamentos de transmissão para fins industriais;35;399
3314706;Manutenção e reparação de máquinas, aparelhos e equipamentos para instalações térmicas;35;27
3314707;Manutenção e reparação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial;35;20
3314708;Manutenção e reparação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas;35;46
3314709;Manutenção e reparação de máquinas de escrever, calcular e de outros equipamentos não-eletrônicos para escritório;35;0
3314710;Manutenção e reparação de máquinas e equipamentos para uso geral não especificados anteriormente;35;275
3314711;Manutenção e reparação de máquinas e equipamentos para agricultura e pecuária;35;12
3314712;Manutenção e reparação de tratores agrícolas;35;2
3314713;Manutenção e reparação de máquinas-ferramenta;35;282
3314714;Manutenção e reparação de máquinas e equipamentos para a prospecção e extração de petróleo;35;0
3314715;Manutenção e reparação de máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo;35;3
3314716;Manutenção e reparação de tratores, exceto agrícolas;35;0
3314717;Manutenção e reparação de máquinas e equipamentos de terraplenagem, pavimentação e construção, exceto tratores;35;0
3314718;Manutenção e reparação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta;35;59
3314719;Manutenção e reparação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo;35;33
3314720;Manutenção e reparação de máquinas e equipamentos para a indústria têxtil, do vestuário, do couro e calçados;35;0
3314721;Manutenção e reparação de máquinas e aparelhos para a indústria de celulose, papel e papelão e artefatos;35;78
3314722;Manutenção e reparação de máquinas e aparelhos para a indústria do plástico;35;5
3314799;Manutenção e reparação de outras máquinas e equipamentos para usos industriais não especificados anteriormente;35;513
3315500;Manutenção e reparação de veículos ferroviários;35;0
3316301;Manutenção e reparação de aeronaves, exceto a manutenção na pista;35;7
3316302;Manutenção de aeronaves na pista;35;0
3317101;Manutenção e reparação de embarcações e estruturas flutuantes;35;49
3317102;Manutenção e reparação de embarcações para esporte e lazer;35;0
3319800;Manutenção e reparação de equipamentos e produtos não especificados anteriormente;35;114
3321000;Instalação de máquinas e equipamentos industriais;35;448
3329501;Serviços de montagem de móveis de qualquer material;35;88
3329599;Instalação de outros equipamentos não especificados anteriormente;35;8
3511500;Geração de energia elétrica (Desativado);35;0
3511501;Geração de energia elétrica;35;0
3511502;Atividades de coordenação e controle da operação da geração e transmissão de energia elétrica;35;0
3512300;Transmissão de energia elétrica;35;0
3513100;Comércio atacadista de energia elétrica;35;0
3514000;Distribuição de energia elétrica;35;0
3520401;Produção de gás, processamento de gás natural;35;0
3520402;Distribuição de combustíveis gasosos por redes urbanas;35;0
3530100;Produção e distribuição de vapor, água quente e ar condicionado;35;0
3600601;Captação, tratamento e distribuição de água;35;0
3600602;Distribuição de água por caminhões;35;0
3701100;Gestão de redes de esgoto;35;4
3702900;Atividades relacionadas a esgoto, exceto a gestão de redes;35;2
3811400;Coleta de resíduos não-perigosos;35;19
3812200;Coleta de resíduos perigosos;35;7
3821100;Tratamento e disposição de resíduos não-perigosos;35;0
3822000;Tratamento e disposição de resíduos perigosos;35;2
3831901;Recuperação de sucatas de alumínio;35;0
3831999;Recuperação de materiais metálicos, exceto alumínio;35;0
3832700;Recuperação de materiais plásticos;35;0
3839401;Usinas de compostagem;35;0
3839499;Recuperação de materiais não especificados anteriormente;35;6
3900500;Descontaminação e outros serviços de gestão de resíduos;35;0
4110700;Incorporação de empreendimentos imobiliários;35;23
4120400;Construção de edifícios;35;2145
4211101;Construção de rodovias e ferrovias;35;102
4211102;Pintura para sinalização em pistas rodoviárias e aeroportos;35;0
4212000;Construção de obras-de-arte especiais;35;4
4213800;Obras de urbanização - ruas, praças e calçadas;35;77
4221901;Construção de barragens e represas para geração de energia elétrica;35;0
4221902;Construção de estações e redes de distribuição de energia elétrica;35;43
4221903;Manutenção de redes de distribuição de energia elétrica;35;4
4221904;Construção de estações e redes de telecomunicações;35;33
4221905;Manutenção de estações e redes de telecomunicações;35;5
4222701;Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas, exceto obras de irrigação;35;32
4222702;Obras de irrigação;35;2
4223500;Construção de redes de transportes por dutos, exceto para água e esgoto;35;0
4291000;Obras portuárias, marítimas e fluviais;35;0
4292801;Montagem de estruturas metálicas;35;267
4292802;Obras de montagem industrial;35;329
4299501;Construção de instalações esportivas e recreativas;35;0
4299599;Outras obras de engenharia civil não especificadas anteriormente;35;184
4311801;Demolição de edifícios e outras estruturas;35;139
4311802;Preparação de canteiro e limpeza de terreno;35;0
4312600;Perfurações e sondagens;35;20
4313400;Obras de terraplenagem;35;49
4319300;Serviços de preparação do terreno não especificados anteriormente;35;0
4321500;Instalação e manutenção elétrica;35;772
4322301;Instalações hidráulicas, sanitárias e de gás;35;59
4322302;Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração;35;110
4322303;Instalações de sistema de prevenção contra incêndio;35;84
4329101;Instalação de painéis publicitários;35;43
